x,y_0_5,y_1_0,y_1_5,y_2_0,y_2_5,y_3_0,y_3_5,y_4_0,y_8_0
-5.0,0.02671948141509643,0.003368973499542733,7.724046022044393e-06,7.835433265508665e-12,2.972471081835627e-25,2.892799087718602e-55,2.2690890408486194e-122,2.0304753947492322e-272,0.0
-4.98998998998999,0.02677938481099927,0.003402866308670601,7.98764607439298e-06,8.659492107878915e-12,3.9304815261777684e-25,6.1194567430193e-55,1.6006584268184875e-121,2.9834930374119202e-270,0.0
-4.97997997997998,0.02683948282271122,0.003437100088871923,8.259964172480044e-06,9.568300198739915e-12,5.192892707945053e-25,1.2906384138156014e-54,1.1181535428635672e-120,4.2545105598879125e-268,0.0
-4.96996996996997,0.026899776339764717,0.003471678270410402,8.541278612228178e-06,1.0570368589919908e-11,6.855020764859567e-25,2.7139137349992234e-54,7.735219459015022e-120,5.8887562463038096e-266,0.0
-4.95995995995996,0.026960266257159398,0.0035066043180591463,8.83187621871225e-06,1.1675041621949809e-11,9.041581488568895e-25,5.689706164676293e-54,5.299379289639487e-119,7.912230942430531e-264,0.0
-4.94994994994995,0.027020953475405226,0.003541881731447844,9.132052595317334e-06,1.2892576311595477e-11,1.1915618622585863e-24,1.189292279052089e-53,3.5955992128875774e-118,1.032113937782589e-261,0.0
-4.93993993993994,0.027081838900566094,0.003577514045413429,9.442112379762133e-06,1.423422908260034e-11,1.5690100404418695e-24,2.478534310045368e-53,2.4161516190949413e-117,1.3072584044605767e-259,0.0
-4.92992992992993,0.02714292344430382,0.003613504830354279,9.762369507163744e-06,1.5712350497350967e-11,2.0642968638502498e-24,5.150050164908529e-53,1.6080384871542673e-116,1.6078741413216062e-257,0.0
-4.91991991991992,0.027204208023922583,0.0036498576925879677,1.0093147480323282e-05,1.734048870403622e-11,2.7136651185537265e-24,1.066941936773421e-52,1.0599874983125265e-115,1.9206625081139918e-255,0.0
-4.90990990990991,0.027265693562413828,0.003686576274712628,1.0434779647416289e-05,1.9133502375451772e-11,3.564333966507341e-24,2.203867739132954e-52,6.920696178158953e-115,2.2284862271515275e-253,0.0
-4.8998998998999,0.02732738098850157,0.0037236642559719405,1.078760948727553e-05,2.1107683982284085e-11,4.677770730900873e-24,4.538875797924987e-52,4.475651229897808e-114,2.5117714485474723e-251,0.0
-4.88988988988989,0.027389271236688075,0.0037611253526237992,1.1151990902458962e-05,2.328089431589233e-11,6.133922008761607e-24,9.320339088309195e-52,2.867033465285449e-113,2.750507491578314e-249,0.0
-4.87987987987988,0.02745136524730019,0.0037989633183126846,1.1528288520299104e-05,2.5672709253730755e-11,8.036680647781479e-24,1.908263675922444e-51,1.819248438713096e-112,2.926572353455126e-247,0.0
-4.86986986986987,0.027513663966535932,0.003837181944445784,1.1916878002135052e-05,2.83045798450808e-11,1.0520943443904387e-23,3.895569206261944e-51,1.1435275135752658e-111,3.0260109018729613e-245,0.0
-4.85985985985986,0.027576168346511696,0.003875785060572893,1.2318146360932913e-05,3.120000688619373e-11,1.3761714513819402e-23,7.929247035101922e-51,7.120478963670232e-111,3.040867270409409e-243,0.0
-4.84984984984985,0.027638879345309713,0.003914776534770143,1.2732492287504633e-05,3.438473125282233e-11,1.7985837113317934e-23,1.6092520463645834e-50,4.3923039845815354e-110,2.9702366494456264e-241,0.0
-4.83983983983984,0.027701797927026286,0.0039541602740275844,1.316032648554068e-05,3.7886941365017e-11,2.3487099738418756e-23,3.256491152002107e-50,2.684162226624015e-109,2.8203435124961307e-239,0.0
